PCN,ISSUED,LOCATION,CONTRAVENTION,FINE,Last Pay Date,Total Paid,Balance,
LS08328858,06/04/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/04/2019,0,0,
LS08328858,06/04/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,13/04/2019,0,0,
LS08541651,06/04/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/04/2019,0,50,
LS12452577,06/04/2019,NORTH PARADE CP - OTLEY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/04/2019,0,0,
LS12452588,06/04/2019,BEECH HILL CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/05/2019,0,0,
LS14836886,06/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/04/2019,25,0,
LS14836886,06/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,11/04/2019,25,0,
LS0246279A,07/04/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/04/2019,0,0,
LS0246279A,07/04/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,15/04/2019,0,0,
LS05935344,07/04/2019,CASTLE ST CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/04/2019,50,0,
LS05935344,07/04/2019,CASTLE ST CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,23/05/2019,50,0,
LS07555617,07/04/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/04/2019,75,0,
LS07555639,07/04/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,11/04/2019,25,0,
LS0755564A,07/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/04/2019,25,0,
LS07555650,07/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/04/2019,50,0,
LS07555650,07/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,28/05/2019,50,0,
LS07555694,07/04/2019,BECKETT ST UPPER CP - CITY,81 IN A RESTRICTED AREA IN A CAR PARK             ,70,24/04/2019,35,0,
LS07555708,07/04/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,07/04/2019,25,0,
LS07826907,07/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,11/04/2019,25,0,
LS07826918,07/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/06/2019,25,0,
LS07826929,07/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/06/2019,50,0,
LS0782693A,07/04/2019,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,08/04/2019,25,0,
LS0782693A,07/04/2019,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,10/04/2019,25,0,
LS07826973,07/04/2019,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,08/04/2019,25,0,
LS07826984,07/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/06/2019,0,0,
LS0832887A,07/04/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/04/2019,50,0,
LS08328880,07/04/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,26/04/2019,0,0,
LS08328891,07/04/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/04/2019,0,0,
LS08328891,07/04/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,15/04/2019,0,0,
LS08328905,07/04/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/04/2019,25,0,
LS08328927,07/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/04/2019,0,0,
LS08328927,07/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,15/04/2019,0,0,
LS08328938,07/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/04/2019,50,0,
LS08328938,07/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,26/04/2019,50,0,
LS0832895A,07/04/2019,BECKETT ST UPPER CP - CITY,81 IN A RESTRICTED AREA IN A CAR PARK             ,70,07/04/2019,70,0,
LS0832895A,07/04/2019,BECKETT ST UPPER CP - CITY,81 IN A RESTRICTED AREA IN A CAR PARK             ,70,29/04/2019,70,0,
LS08328960,07/04/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,13/04/2019,0,0,
LS08328971,07/04/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,24/04/2019,25,0,
LS14239956,07/04/2019,MEADOW LANE CP - CITY,87 IN DISABLED BAY WITHOUT BADGE,70,07/04/2019,0,0,
LS14240015,07/04/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,11/04/2019,25,0,
LS15709862,07/04/2019,MORLEY LEISURE CENTRE CP - MORLEY,86 BEYOND THE BAY MARKINGS                        ,50,01/05/2019,25,0,
LS15709862,07/04/2019,MORLEY LEISURE CENTRE CP - MORLEY,86 BEYOND THE BAY MARKINGS                        ,50,02/05/2019,25,0,
LS15710034,07/04/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/04/2019,25,0,
LS07555617,07/04/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,11/06/2019,75,0,
LS07555617,07/04/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/06/2019,75,0,
